Gene,ep_locus,Enhancer_or_Promoter,Chromatin_domain,Tissue_specificity
F07C6.4,chrIV:12805216:12805366,putative_enhancer,border,Unclassified
F07C6.4,chrIV:12805725:12805875,coding_promoter,A,Germline
F07C6.4,chrIV:12806283:12806433,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12808852:12809002,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12811622:12811772,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12812771:12812921,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12813318:12813468,coding_promoter,A,Unclassified
F07C6.4,chrIV:12813672:12813822,coding_promoter,A,Neurons_Muscle
F07C6.4,chrIV:12813977:12814127,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12814450:12814600,putative_enhancer,A,Muscle
F07C6.4,chrIV:12814739:12814889,putative_enhancer,A,Muscle
F07C6.4,chrIV:12815268:12815418,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12816187:12816337,putative_enhancer,A,Muscle
F07C6.4,chrIV:12816878:12817028,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12817113:12817263,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12817650:12817800,coding_promoter,A,Muscle
F07C6.4,chrIV:12818457:12818607,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12818995:12819145,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12819598:12819748,putative_enhancer,A,Neurons
F07C6.4,chrIV:12820318:12820468,putative_enhancer,A,Muscle
F07C6.4,chrIV:12821033:12821183,putative_enhancer,A,Unclassified
F07C6.4,chrIV:12821426:12821576,putative_enhancer,A,Unclassified
M02B1.3,chrIV:12831042:12831192,coding_promoter,A,Neurons_Muscle
M02B1.3,chrIV:12831754:12831904,coding_promoter,A,Germline
M02B1.3,chrIV:12832247:12832397,coding_promoter,A,Ubiq-Biased
M02B1.3,chrIV:12832438:12832588,putative_enhancer,A,Neurons_Muscle
M02B1.3,chrIV:12833960:12834110,coding_promoter,A,Muscle_Intest
M02B1.3,chrIV:12834419:12834569,putative_enhancer,A,Ubiq-Biased
M02B1.3,chrIV:12835497:12835647,putative_enhancer,A,Ubiq-Biased
M02B1.3,chrIV:12836274:12836424,coding_promoter,A,Ubiq-Biased
M02B1.3,chrIV:12838425:12838575,putative_enhancer,A,Unclassified
M02B1.3,chrIV:12838961:12839111,putative_enhancer,A,Ubiq
M02B1.3,chrIV:12840436:12840586,putative_enhancer,A,Soma
.,chrIV:12841617:12841767,putative_enhancer,A,Unclassified
.,chrIV:12842275:12842425,putative_enhancer,A,Intest
.,chrIV:12842964:12843114,putative_enhancer,A,Ubiq-Biased
.,chrIV:12843245:12843395,putative_enhancer,A,Ubiq-Biased
M02B1.2,chrIV:12845717:12845867,coding_promoter,A,Neurons_Muscle
srf-3,chrIV:12849140:12849290,coding_promoter,A,Neurons_Muscle_Intest
srf-3,chrIV:12853523:12853673,putative_enhancer,A,Unclassified
srf-3,chrIV:12854076:12854226,putative_enhancer,A,Unclassified
nstp-5,chrIV:12854495:12854645,coding_promoter,A,Muscle
nstp-5,chrIV:12854691:12854841,putative_enhancer,A,Ubiq
clec-186,chrIV:12866012:12866162,coding_promoter,R,Intest
clec-187,chrIV:12869476:12869626,putative_enhancer,R,Intest
clec-187,chrIV:12871159:12871309,putative_enhancer,R,Intest
clec-187,chrIV:12871450:12871600,coding_promoter,R,Intest
ZK896.5,chrIV:12879700:12879850,coding_promoter,R,Intest
ZK896.4,chrIV:12883227:12883377,coding_promoter,R,Unclassified
K08D8.6,chrIV:12888952:12889102,putative_enhancer,R,Unclassified
K08D8.6,chrIV:12890595:12890745,coding_promoter,R,Intest
K08D8.6,chrIV:12891201:12891351,coding_promoter,R,Unclassified
K08D8.1,chrIV:12892219:12892369,coding_promoter,R,Unclassified
K08D8.12,chrIV:12893384:12893534,coding_promoter,R,Unclassified
K08D8.7,chrIV:12896509:12896659,coding_promoter,R,Intest
K08D8.7,chrIV:12896894:12897044,putative_enhancer,R,Unclassified
K08D8.7,chrIV:12897267:12897417,putative_enhancer,R,Intest
K08D8.9,chrIV:12898935:12899085,coding_promoter,R,Intest
K08D8.8,chrIV:12901754:12901904,putative_enhancer,R,Intest
K08D8.2,chrIV:12902537:12902687,coding_promoter,R,Unclassified
K08D8.3,chrIV:12905557:12905707,putative_enhancer,R,Intest
K08D8.3,chrIV:12906640:12906790,coding_promoter,R,Intest
K08D8.4,chrIV:12909897:12910047,coding_promoter,R,Intest
K08D8.5,chrIV:12912122:12912272,putative_enhancer,R,Unclassified
srz-15,chrIV:12915647:12915797,coding_promoter,R,Unclassified
.,chrIV:12920701:12920851,putative_enhancer,R,Unclassified
C32H11.4,chrIV:12921167:12921317,coding_promoter,R,Intest
dod-21,chrIV:12936569:12936719,coding_promoter,R,Unclassified
dod-24,chrIV:12941421:12941571,coding_promoter,R,Low
abt-3,chrIV:12951847:12951997,putative_enhancer,R,Unclassified
F55G11.8,chrIV:12962703:12962853,coding_promoter,R,Unclassified
.,chrIV:12964766:12964916,putative_enhancer,R,Unclassified
dod-22,chrIV:12965246:12965396,coding_promoter,R,Unclassified
F55G11.2,chrIV:12969262:12969412,coding_promoter,R,Unclassified
dod-17,chrIV:12976101:12976251,coding_promoter,R,Low
.,chrIV:12978427:12978577,putative_enhancer,R,Unclassified
K10D11.2,chrIV:12978844:12978994,coding_promoter,R,Unclassified
K10D11.3,chrIV:12984506:12984656,coding_promoter,R,Unclassified
K10D11.3,chrIV:12986069:12986219,putative_enhancer,R,Unclassified
K10D11.6,chrIV:12989414:12989564,coding_promoter,R,Unclassified
K10D11.5,chrIV:12991775:12991925,coding_promoter,R,Intest
mbk-2,chrIV:12996039:12996189,coding_promoter,border,Unclassified
mbk-2,chrIV:12996253:12996403,coding_promoter,border,Hypod
K10D11.7,chrIV:12996857:12997007,putative_enhancer,border,Unclassified
mbk-2,chrIV:12996857:12997007,putative_enhancer,border,Unclassified
mbk-2,chrIV:12997648:12997798,coding_promoter,border,Hypod
K10D11.7,chrIV:12997648:12997798,coding_promoter,border,Hypod
mbk-2,chrIV:12999236:12999386,coding_promoter,border,Hypod
mbk-2,chrIV:13000418:13000568,putative_enhancer,border,Unclassified
mbk-2,chrIV:13001283:13001433,putative_enhancer,border,Unclassified
mbk-2,chrIV:13002163:13002313,putative_enhancer,border,Neurons
mbk-2,chrIV:13003613:13003763,putative_enhancer,border,Neurons
mbk-2,chrIV:13004910:13005060,putative_enhancer,border,Neurons
mbk-2,chrIV:13006754:13006904,coding_promoter,border,Unclassified
mbk-2,chrIV:13008484:13008634,coding_promoter,border,Muscle_Intest
mbk-2,chrIV:13008789:13008939,putative_enhancer,border,Muscle
mbk-2,chrIV:13009902:13010052,putative_enhancer,border,Unclassified
mbk-2,chrIV:13010554:13010704,putative_enhancer,border,Muscle
mbk-2,chrIV:13011348:13011498,putative_enhancer,border,Hypod
mbk-2,chrIV:13011557:13011707,putative_enhancer,border,Hypod
mbk-2,chrIV:13013331:13013481,putative_enhancer,border,Muscle_Hypod_Intest
mbk-2,chrIV:13013835:13013985,putative_enhancer,border,Unclassified
mbk-2,chrIV:13015353:13015503,putative_enhancer,border,Unclassified
mbk-2,chrIV:13015923:13016073,putative_enhancer,border,Neurons_Muscle_Hypod
mbk-2,chrIV:13016849:13016999,putative_enhancer,border,Neurons
mbk-2,chrIV:13017153:13017303,putative_enhancer,border,Neurons
mbk-2,chrIV:13018151:13018301,putative_enhancer,border,Neurons
mbk-2,chrIV:13019506:13019656,putative_enhancer,border,Neurons
mbk-2,chrIV:13019917:13020067,putative_enhancer,border,Unclassified
mbk-2,chrIV:13021319:13021469,putative_enhancer,border,Unclassified
mbk-2,chrIV:13021522:13021672,putative_enhancer,border,Neurons_Muscle
mbk-2,chrIV:13021856:13022006,putative_enhancer,border,Neurons_Muscle
mbk-2,chrIV:13022561:13022711,putative_enhancer,border,Muscle
mbk-2,chrIV:13023111:13023261,putative_enhancer,border,Unclassified
mbk-2,chrIV:13023966:13024116,putative_enhancer,A,Ubiq-Biased
mbk-2,chrIV:13024449:13024599,putative_enhancer,A,Unclassified
mbk-2,chrIV:13024984:13025134,putative_enhancer,A,Ubiq-Biased
mbk-2,chrIV:13026059:13026209,putative_enhancer,A,Neurons
mbk-2,chrIV:13026899:13027049,coding_promoter,A,Intest
mbk-2,chrIV:13027733:13027883,putative_enhancer,A,Unclassified
mbk-2,chrIV:13028102:13028252,putative_enhancer,A,Unclassified
mbk-2,chrIV:13028378:13028528,putative_enhancer,A,Unclassified
mbk-2,chrIV:13028575:13028725,coding_promoter,A,Unclassified
mbk-2,chrIV:13029431:13029581,putative_enhancer,A,Ubiq
mbk-2,chrIV:13029979:13030129,putative_enhancer,A,Neurons_Muscle_Hypod
mbk-2,chrIV:13030507:13030657,putative_enhancer,A,Ubiq
mbk-2,chrIV:13030988:13031138,coding_promoter,A,Ubiq-Biased
mbk-2,chrIV:13031252:13031402,putative_enhancer,A,Ubiq-Biased
mbk-2,chrIV:13031558:13031708,putative_enhancer,A,Ubiq
mbk-2,chrIV:13032210:13032360,putative_enhancer,A,Unclassified
mbk-2,chrIV:13034858:13035008,putative_enhancer,A,Unclassified
amt-2,chrIV:13042013:13042163,coding_promoter,R,Neurons
F49E11.7,chrIV:13052966:13053116,coding_promoter,R,Unclassified
scl-2,chrIV:13057540:13057690,coding_promoter,R,Intest
scl-2,chrIV:13058895:13059045,putative_enhancer,R,Intest
scl-5,chrIV:13063829:13063979,coding_promoter,R,Unclassified
C39E9.7,chrIV:13075137:13075287,putative_enhancer,R,Unclassified
C39E9.7,chrIV:13075819:13075969,putative_enhancer,R,Hypod
C39E9.7,chrIV:13078671:13078821,putative_enhancer,R,Hypod
C39E9.8,chrIV:13079290:13079440,coding_promoter,R,Hypod
C39E9.7,chrIV:13080327:13080477,coding_promoter,R,Hypod
C39E9.8,chrIV:13081102:13081252,putative_enhancer,R,Hypod
C39E9.8,chrIV:13082074:13082224,putative_enhancer,R,Hypod
.,chrIV:13083330:13083480,putative_enhancer,R,Hypod
.,chrIV:13084104:13084254,putative_enhancer,R,Unclassified
C39E9.12,chrIV:13093803:13093953,coding_promoter,A,Ubiq
C39E9.11,chrIV:13093803:13093953,coding_promoter,A,Ubiq
rfc-3,chrIV:13095574:13095724,coding_promoter,A,Unclassified
tin-9.2,chrIV:13098770:13098920,coding_promoter,A,Ubiq
dli-1,chrIV:13098770:13098920,coding_promoter,A,Ubiq
tin-9.2,chrIV:13099139:13099289,putative_enhancer,A,Unclassified
best-1,chrIV:13109843:13109993,coding_promoter,R,Hypod
best-1,chrIV:13110993:13111143,coding_promoter,R,Hypod
.,chrIV:13116786:13116936,putative_enhancer,R,Unclassified
unc-30,chrIV:13118950:13119100,coding_promoter,R,Neurons
unc-30,chrIV:13121480:13121630,putative_enhancer,R,Unclassified
unc-30,chrIV:13121789:13121939,putative_enhancer,R,Unclassified
.,chrIV:13127690:13127840,putative_enhancer,R,Unclassified
.,chrIV:13127995:13128145,putative_enhancer,R,Neurons_Muscle_Hypod
F09E8.1,chrIV:13140895:13141045,putative_enhancer,R,Ubiq
F09E8.2,chrIV:13154395:13154545,coding_promoter,A,Ubiq-Biased
msh-5,chrIV:13154753:13154903,coding_promoter,A,Germline
F09E8.2,chrIV:13154753:13154903,coding_promoter,A,Germline
nas-14,chrIV:13169590:13169740,coding_promoter,R,Ubiq
lev-1,chrIV:13175202:13175352,putative_enhancer,R,Muscle
lev-1,chrIV:13178056:13178206,putative_enhancer,R,Unclassified
lev-1,chrIV:13178756:13178906,putative_enhancer,R,Unclassified
lev-1,chrIV:13179334:13179484,coding_promoter,R,Neurons_Muscle
F58D2.2,chrIV:13190201:13190351,putative_enhancer,R,Unclassified
F58D2.5,chrIV:13190201:13190351,putative_enhancer,R,Unclassified
F58D2.5,chrIV:13193249:13193399,putative_enhancer,border,Unclassified
C48D1.1,chrIV:13196874:13197024,coding_promoter,A,Ubiq
C48D1.1,chrIV:13197389:13197539,coding_promoter,A,Unclassified
ced-3,chrIV:13202461:13202611,putative_enhancer,A,Ubiq-Biased
ced-3,chrIV:13205243:13205393,putative_enhancer,A,Unclassified
ced-3,chrIV:13205543:13205693,putative_enhancer,A,Unclassified
ced-3,chrIV:13205994:13206144,coding_promoter,A,Unclassified
ced-3,chrIV:13206514:13206664,coding_promoter,border,Germline
cho-1,chrIV:13218322:13218472,putative_enhancer,R,Neurons
cho-1,chrIV:13219563:13219713,putative_enhancer,R,Neurons
cho-1,chrIV:13220718:13220868,coding_promoter,R,Neurons
C48D1.5,chrIV:13231089:13231239,putative_enhancer,A,Unclassified
C48D1.5,chrIV:13231898:13232048,putative_enhancer,A,Ubiq
lin-54,chrIV:13239459:13239609,coding_promoter,A,Ubiq-Biased
lin-54,chrIV:13240576:13240726,coding_promoter,A,Ubiq
rpl-12,chrIV:13240576:13240726,coding_promoter,A,Ubiq
JC8.7,chrIV:13250398:13250548,putative_enhancer,A,Unclassified
ttr-51,chrIV:13250863:13251013,putative_enhancer,A,Unclassified
ttr-45,chrIV:13252507:13252657,coding_promoter,border,Muscle_Intest
ttr-51,chrIV:13252507:13252657,coding_promoter,border,Muscle_Intest
ttr-51,chrIV:13253296:13253446,coding_promoter,border,Unclassified
ttr-45,chrIV:13253966:13254116,coding_promoter,border,Muscle_Intest
ttr-51,chrIV:13253966:13254116,coding_promoter,border,Muscle_Intest
ttr-45,chrIV:13254894:13255044,putative_enhancer,border,Unclassified
JC8.16,chrIV:13259597:13259747,putative_enhancer,border,Unclassified
unc-26,chrIV:13262986:13263136,putative_enhancer,border,Ubiq
unc-26,chrIV:13270222:13270372,putative_enhancer,A,Low
unc-26,chrIV:13272602:13272752,coding_promoter,A,Neurons_Hypod
Y67H2A.10,chrIV:13289483:13289633,coding_promoter,A,Ubiq
Y67H2A.2,chrIV:13290352:13290502,coding_promoter,A,Germline
Y67H2A.2,chrIV:13292039:13292189,putative_enhancer,A,Unclassified
Y67H2A.2,chrIV:13297104:13297254,putative_enhancer,A,Unclassified
micu-1,chrIV:13297480:13297630,coding_promoter,A,Unclassified
micu-1,chrIV:13297843:13297993,coding_promoter,A,Ubiq
Y67H2A.2,chrIV:13297843:13297993,coding_promoter,A,Ubiq
micu-1,chrIV:13299820:13299970,putative_enhancer,A,Unclassified
csn-6,chrIV:13300850:13301000,putative_enhancer,A,Unclassified
Y67H2A.7,chrIV:13304955:13305105,putative_enhancer,A,Unclassified
Y67H2A.7,chrIV:13305290:13305440,putative_enhancer,A,Unclassified
fat-1,chrIV:13311460:13311610,coding_promoter,A,Unclassified
fat-1,chrIV:13311790:13311940,coding_promoter,A,Ubiq-Biased
fat-1,chrIV:13313167:13313317,coding_promoter,A,Soma
fat-1,chrIV:13313495:13313645,putative_enhancer,A,Ubiq-Biased
fat-1,chrIV:13314287:13314437,coding_promoter,A,Ubiq-Biased
fat-1,chrIV:13314599:13314749,putative_enhancer,A,Neurons
fat-1,chrIV:13315704:13315854,putative_enhancer,A,Ubiq
fat-1,chrIV:13318461:13318611,putative_enhancer,A,Ubiq-Biased
fat-2,chrIV:13322566:13322716,coding_promoter,A,Soma
fat-2,chrIV:13325120:13325270,putative_enhancer,border,Intest
fat-2,chrIV:13326125:13326275,putative_enhancer,border,Intest
.,chrIV:13327186:13327336,putative_enhancer,R,Intest
far-6,chrIV:13327939:13328089,coding_promoter,R,Muscle
far-6,chrIV:13329242:13329392,putative_enhancer,R,Muscle
pqn-74,chrIV:13329561:13329711,putative_enhancer,R,Muscle
pqn-74,chrIV:13330032:13330182,putative_enhancer,R,Muscle
pqn-74,chrIV:13331404:13331554,coding_promoter,R,Unclassified
.,chrIV:13332852:13333002,putative_enhancer,R,Unclassified
.,chrIV:13333185:13333335,putative_enhancer,R,Muscle
.,chrIV:13334410:13334560,putative_enhancer,R,Intest
W02A2.9,chrIV:13346693:13346843,coding_promoter,R,Intest
W02A2.9,chrIV:13347379:13347529,coding_promoter,R,Intest
.,chrIV:13348672:13348822,putative_enhancer,R,Unclassified
mex-5,chrIV:13353323:13353473,coding_promoter,R,Germline
rec-8,chrIV:13353323:13353473,coding_promoter,R,Germline
W02A2.8,chrIV:13356377:13356527,putative_enhancer,R,Germline
.,chrIV:13363706:13363856,putative_enhancer,R,Muscle
srsx-25,chrIV:13367729:13367879,putative_enhancer,border,Unclassified
rla-2,chrIV:13370033:13370183,putative_enhancer,A,Unclassified
Y62E10A.2,chrIV:13370468:13370618,coding_promoter,A,Ubiq
rla-2,chrIV:13370468:13370618,coding_promoter,A,Ubiq
Y62E10A.2,chrIV:13370849:13370999,putative_enhancer,A,Unclassified
Y62E10A.6,chrIV:13375046:13375196,putative_enhancer,A,Neurons
mau-8,chrIV:13378346:13378496,putative_enhancer,A,Low
emc-3,chrIV:13381451:13381601,putative_enhancer,A,Unclassified
mdt-9,chrIV:13384029:13384179,coding_promoter,A,Neurons_Muscle_Intest
rab-19,chrIV:13384029:13384179,coding_promoter,A,Neurons_Muscle_Intest
mdt-9,chrIV:13386185:13386335,coding_promoter,A,Ubiq
Y62E10A.20,chrIV:13386185:13386335,coding_promoter,A,Ubiq
lsm-3,chrIV:13388918:13389068,putative_enhancer,A,Hypod
Y62E10A.13,chrIV:13392281:13392431,putative_enhancer,A,Unclassified
Y62E10A.13,chrIV:13393648:13393798,putative_enhancer,A,Unclassified
Y62E10A.13,chrIV:13393965:13394115,putative_enhancer,A,Unclassified
Y62E10A.13,chrIV:13394471:13394621,putative_enhancer,A,Ubiq-Biased
Y62E10A.13,chrIV:13394829:13394979,putative_enhancer,A,Ubiq
Y62E10A.13,chrIV:13395326:13395476,coding_promoter,A,Soma
Y62E10A.13,chrIV:13396278:13396428,putative_enhancer,A,Unclassified
Y62E10A.13,chrIV:13398797:13398947,coding_promoter,A,Muscle
memi-2,chrIV:13400835:13400985,coding_promoter,A,Germline
cyp-31A5,chrIV:13401098:13401248,coding_promoter,A,Germline
Y62E10A.19,chrIV:13408109:13408259,coding_promoter,A,Hypod
gcl-1,chrIV:13412742:13412892,putative_enhancer,A,Ubiq
gcl-1,chrIV:13413120:13413270,coding_promoter,A,Soma
pik-1,chrIV:13415987:13416137,coding_promoter,A,Ubiq
aptf-2,chrIV:13415987:13416137,coding_promoter,A,Ubiq
.,chrIV:13430266:13430416,putative_enhancer,border,Ubiq-Biased
mam-3,chrIV:13445278:13445428,coding_promoter,A,Unclassified
uso-1,chrIV:13453648:13453798,coding_promoter,A,Unclassified
uso-1,chrIV:13454039:13454189,putative_enhancer,A,Unclassified
Y38H8A.7,chrIV:13454790:13454940,coding_promoter,border,Unclassified
Y38H8A.8,chrIV:13457005:13457155,putative_enhancer,border,Unclassified
Y38H8A.12,chrIV:13460851:13461001,putative_enhancer,R,Unclassified
Y38H8A.12,chrIV:13461170:13461320,coding_promoter,R,Unclassified
fezf-1,chrIV:13467784:13467934,putative_enhancer,R,Unclassified
Y38H8A.3,chrIV:13471867:13472017,coding_promoter,R,Unclassified
Y38H8A.1,chrIV:13482006:13482156,coding_promoter,A,Unclassified
Y38H8A.1,chrIV:13483434:13483584,putative_enhancer,A,Hypod
tbc-9,chrIV:13483434:13483584,putative_enhancer,A,Hypod
Y45F10A.7,chrIV:13493699:13493849,putative_enhancer,A,Hypod
tbc-9,chrIV:13493699:13493849,putative_enhancer,A,Hypod
Y45F10A.7,chrIV:13494574:13494724,coding_promoter,A,Hypod
Y45F10A.7,chrIV:13495116:13495266,coding_promoter,A,Hypod
Y45F10A.7,chrIV:13495590:13495740,putative_enhancer,A,Hypod
tbc-9,chrIV:13495590:13495740,putative_enhancer,A,Hypod
tbc-9,chrIV:13500335:13500485,putative_enhancer,A,Unclassified
tbc-9,chrIV:13501056:13501206,putative_enhancer,A,Unclassified
seld-1,chrIV:13502882:13503032,coding_promoter,A,Ubiq
tbc-9,chrIV:13502882:13503032,coding_promoter,A,Ubiq
seld-1,chrIV:13503096:13503246,coding_promoter,A,Ubiq
tbc-9,chrIV:13503096:13503246,coding_promoter,A,Ubiq
tbc-9,chrIV:13503457:13503607,coding_promoter,A,Unclassified
seld-1,chrIV:13503757:13503907,coding_promoter,A,Germline
seld-1,chrIV:13504510:13504660,coding_promoter,A,Unclassified
nlp-17,chrIV:13507124:13507274,coding_promoter,A,Unclassified
afmd-2,chrIV:13508959:13509109,coding_promoter,A,Unclassified
puf-3,chrIV:13512359:13512509,coding_promoter,A,Germline
dcap-2,chrIV:13519094:13519244,coding_promoter,A,Soma
dcap-2,chrIV:13521907:13522057,coding_promoter,A,Unclassified
rsd-2,chrIV:13528172:13528322,putative_enhancer,A,Unclassified
rsd-2,chrIV:13538679:13538829,coding_promoter,A,Unclassified
rsd-2,chrIV:13539009:13539159,putative_enhancer,A,Unclassified
rsd-2,chrIV:13539429:13539579,putative_enhancer,border,Ubiq
rsd-2,chrIV:13541030:13541180,putative_enhancer,border,Muscle
rsd-2,chrIV:13541827:13541977,coding_promoter,border,Ubiq-Biased
F52G2.3,chrIV:13548302:13548452,coding_promoter,R,Intest
qui-1,chrIV:13553110:13553260,coding_promoter,R,Unclassified
Y45F10B.13,chrIV:13554704:13554854,putative_enhancer,R,Neurons
qui-1,chrIV:13554704:13554854,putative_enhancer,R,Neurons
Y45F10B.13,chrIV:13555590:13555740,putative_enhancer,R,Neurons
qui-1,chrIV:13555590:13555740,putative_enhancer,R,Neurons
Y45F10B.13,chrIV:13556713:13556863,putative_enhancer,R,Neurons_Muscle
qui-1,chrIV:13556713:13556863,putative_enhancer,R,Neurons_Muscle
Y45F10B.13,chrIV:13557488:13557638,putative_enhancer,R,Muscle
qui-1,chrIV:13557488:13557638,putative_enhancer,R,Muscle
qui-1,chrIV:13560064:13560214,coding_promoter,R,Muscle
qui-1,chrIV:13561633:13561783,coding_promoter,R,Muscle
Y45F10B.13,chrIV:13561633:13561783,coding_promoter,R,Muscle
qui-1,chrIV:13563164:13563314,putative_enhancer,R,Neurons
qui-1,chrIV:13564454:13564604,putative_enhancer,R,Unclassified
Y45F10B.8,chrIV:13578439:13578589,coding_promoter,R,Unclassified
sru-9,chrIV:13588299:13588449,coding_promoter,R,Hypod
sru-9,chrIV:13588587:13588737,putative_enhancer,R,Germline_Hypod
sru-9,chrIV:13588721:13588871,putative_enhancer,R,Unclassified
tsp-5,chrIV:13592450:13592600,coding_promoter,R,Neurons
Y45F10B.59,chrIV:13601556:13601706,coding_promoter,R,Germline
C08F11.13,chrIV:13609890:13610040,coding_promoter,R,Neurons_Intest
C08F11.3,chrIV:13619290:13619440,coding_promoter,R,Intest
fbxa-98,chrIV:13633313:13633463,coding_promoter,R,Intest
.,chrIV:13635621:13635771,putative_enhancer,R,Unclassified
C08F11.7,chrIV:13637193:13637343,coding_promoter,R,Germline
C08F11.6,chrIV:13637193:13637343,coding_promoter,R,Germline
ugt-22,chrIV:13639160:13639310,coding_promoter,R,Intest
ugt-22,chrIV:13640774:13640924,putative_enhancer,R,Unclassified
Y45F10C.6,chrIV:13653589:13653739,coding_promoter,R,Unclassified
Y45F10C.6,chrIV:13654409:13654559,putative_enhancer,R,Unclassified
Y45F10C.1,chrIV:13657991:13658141,putative_enhancer,R,Unclassified
Y45F10C.1,chrIV:13658283:13658433,putative_enhancer,R,Germline
fbxa-215,chrIV:13667183:13667333,coding_promoter,R,Germline
.,chrIV:13668412:13668562,putative_enhancer,R,Germline
.,chrIV:13682873:13683023,putative_enhancer,R,Hypod
nyn-1,chrIV:13687171:13687321,coding_promoter,R,Germline
.,chrIV:13687750:13687900,putative_enhancer,R,Germline
T23G4.2,chrIV:13689459:13689609,coding_promoter,R,Unclassified
.,chrIV:13692631:13692781,putative_enhancer,R,Unclassified
.,chrIV:13694085:13694235,putative_enhancer,R,Unclassified
.,chrIV:13695848:13695998,putative_enhancer,R,Muscle
T23G4.127,chrIV:13696172:13696322,putative_enhancer,R,Muscle
T23G4.127,chrIV:13696873:13697023,putative_enhancer,R,Muscle
T23G4.127,chrIV:13699298:13699448,coding_promoter,border,Unclassified
.,chrIV:13699607:13699757,putative_enhancer,border,Neurons_Muscle
tlp-1,chrIV:13701175:13701325,putative_enhancer,border,Unclassified
tlp-1,chrIV:13701584:13701734,putative_enhancer,border,Unclassified
tlp-1,chrIV:13702710:13702860,putative_enhancer,border,Unclassified
tlp-1,chrIV:13704060:13704210,coding_promoter,border,Muscle_Hypod
.,chrIV:13704308:13704458,putative_enhancer,border,Hypod
.,chrIV:13708065:13708215,putative_enhancer,R,Intest
.,chrIV:13709237:13709387,putative_enhancer,R,Unclassified
.,chrIV:13710498:13710648,putative_enhancer,R,Unclassified
.,chrIV:13714831:13714981,putative_enhancer,R,Unclassified
.,chrIV:13716894:13717044,putative_enhancer,R,Unclassified
.,chrIV:13719075:13719225,putative_enhancer,R,Unclassified
.,chrIV:13721116:13721266,putative_enhancer,R,Unclassified
ent-4,chrIV:13727981:13728131,coding_promoter,R,Unclassified
sorb-1,chrIV:13748927:13749077,coding_promoter,R,Muscle
sorb-1,chrIV:13755709:13755859,putative_enhancer,R,Unclassified
sorb-1,chrIV:13759467:13759617,putative_enhancer,R,Unclassified
sorb-1,chrIV:13760188:13760338,putative_enhancer,R,Low
sorb-1,chrIV:13763603:13763753,putative_enhancer,R,Neurons
rpl-18,chrIV:13777628:13777778,coding_promoter,A,Ubiq
rpl-18,chrIV:13778094:13778244,putative_enhancer,A,Ubiq
rpl-18,chrIV:13778595:13778745,putative_enhancer,A,Ubiq
gly-10,chrIV:13779054:13779204,coding_promoter,A,Ubiq-Biased
gly-10,chrIV:13780215:13780365,putative_enhancer,A,Unclassified
gly-10,chrIV:13780515:13780665,putative_enhancer,A,Unclassified
Y45F10D.4,chrIV:13783344:13783494,coding_promoter,A,Germline
lact-9,chrIV:13783344:13783494,coding_promoter,A,Germline
Y45F10D.4,chrIV:13783659:13783809,coding_promoter,A,Soma
lact-9,chrIV:13783659:13783809,coding_promoter,A,Soma
Y45F10D.10,chrIV:13786861:13787011,coding_promoter,A,Intest
Y45F10D.7,chrIV:13788768:13788918,coding_promoter,A,Ubiq
sas-6,chrIV:13788768:13788918,coding_promoter,A,Ubiq
Y45F10D.7,chrIV:13790855:13791005,putative_enhancer,A,Unclassified
Y45F10D.6,chrIV:13798067:13798217,coding_promoter,R,Hypod
.,chrIV:13814497:13814647,putative_enhancer,R,Unclassified
.,chrIV:13814731:13814881,putative_enhancer,R,Unclassified
.,chrIV:13824494:13824644,putative_enhancer,R,Unclassified
rga-5,chrIV:13826460:13826610,coding_promoter,R,Soma
rga-5,chrIV:13837297:13837447,putative_enhancer,R,Low
rga-5,chrIV:13838381:13838531,putative_enhancer,R,Low
vamp-8,chrIV:13864743:13864893,putative_enhancer,R,Low
B0513.90,chrIV:13865265:13865415,coding_promoter,R,Unclassified
vamp-8,chrIV:13865265:13865415,coding_promoter,R,Unclassified
B0513.5,chrIV:13877803:13877953,putative_enhancer,R,Neurons_Muscle
B0513.4,chrIV:13880516:13880666,coding_promoter,A,Germline
B0513.4,chrIV:13880930:13881080,coding_promoter,A,Muscle
rpl-29,chrIV:13881877:13882027,coding_promoter,A,Ubiq
B0513.5,chrIV:13881877:13882027,coding_promoter,A,Ubiq
thoc-7,chrIV:13883992:13884142,putative_enhancer,A,Unclassified
.,chrIV:13885068:13885218,putative_enhancer,A,Unclassified
.,chrIV:13887159:13887309,putative_enhancer,A,Ubiq-Biased
lin-66,chrIV:13887613:13887763,coding_promoter,A,Ubiq-Biased
lin-66,chrIV:13888228:13888378,putative_enhancer,A,Ubiq
lin-66,chrIV:13889941:13890091,putative_enhancer,A,Ubiq
lin-66,chrIV:13891702:13891852,putative_enhancer,A,Ubiq-Biased
lin-66,chrIV:13892212:13892362,putative_enhancer,A,Ubiq
